"Country","Year","MedianAge"
"AT",2010,33.6212115427706
"AT",2011,49.6822998593807
"AT",2012,41.3305339347434
"AT",2013,50.3247433920451
"AT",2014,47.1125257287231
"AT",2015,47.3266735729445
"AT",2016,39.1890554925287
"AT",2017,36.4051335176496
"AT",2018,32.3363244774417
"AT",2019,32.7646201658847
"AT",2020,36.6192813618711
"AT",2021,57.3916222513536
"AT",2022,51.8237783015954
"AU",2010,31.4797331005559
"AU",2011,24.4128542412474
"AU",2012,31.0514374121129
"AU",2013,34.263655075435
"AU",2014,34.6919507638779
"AU",2015,16.4893840050531
"AU",2016,16.0610883166101
"AU",2017,19.4874538241536
"AU",2018,14.9903490955028
"AU",2019,15.6327926281672
"AU",2020,24.8411499296903
"AU",2021,39.1890554925287
"AU",2022,42.4012731558508
"AU",2023,14.9903490955028
"BE",2011,47.540821417166
"BE",2012,43.2578645327366
"BE",2013,43.0437166885152
"BE",2014,44.328603753844
"BE",2015,41.5446817789649
"BE",2016,45.1851951307299
"BE",2017,44.9710472865084
"BE",2018,40.9022382463005
"BE",2019,38.7607598040858
"BE",2020,37.0475770503141
"BE",2021,51.6096304573739
"BE",2022,11.5639835879593
"BG",2010,5.35369610553671
"BG",2011,5.78199179397965
"BG",2012,7.92347023619434
"BG",2013,7.70932239197287
"BG",2014,7.92347023619434
"BG",2015,8.1376180804158
"BG",2016,5.13954826131524
"BG",2017,7.28102670352993
"BG",2018,6.85273101508699
"BG",2019,5.56784394975818
"BG",2020,6.63858317086552
"BG",2021,53.9652567438101
"BG",2022,9.20835730152315
"BR",2010,3.4263655075435
"BR",2011,4.0688090402079
"BR",2012,4.49710472865084
"BR",2013,5.13954826131524
"BR",2014,5.35369610553671
"BR",2015,5.13954826131524
"BR",2016,4.92540041709378
"BR",2017,5.56784394975818
"BR",2018,6.42443532664406
"BR",2019,5.78199179397965
"BR",2020,6.21028748242259
"BR",2021,4.28295688442937
"BR",2022,3.64051335176496
"CA",2010,12.8488706532881
"CA",2011,10.493244366852
"CA",2012,12.8488706532881
"CA",2013,13.705462030174
"CA",2014,14.1337577186169
"CA",2015,13.4913141859525
"CA",2016,12.6347228090666
"CA",2017,12.6347228090666
"CA",2018,12.8488706532881
"CA",2019,12.6347228090666
"CA",2020,13.277166341731
"CA",2021,20.9864887337039
"CN",2010,3.64051335176496
"CN",2011,3.4263655075435
"CN",2012,3.4263655075435
"CN",2013,3.64051335176496
"CN",2014,3.21221766332203
"CN",2015,2.99806981910056
"CN",2016,3.21221766332203
"CN",2017,3.21221766332203
"CN",2018,3.21221766332203
"CN",2019,3.4263655075435
"CN",2020,3.64051335176496
"CY",2011,2.35562628643615
"CY",2012,27.6250719045694
"CY",2013,58.2482136282394
"CY",2014,14.7762012512813
"CY",2015,2.35562628643615
"CY",2016,3.21221766332203
"CY",2017,16.917679693496
"CY",2019,5.35369610553671
"CY",2020,4.92540041709378
"CY",2021,8.35176592463727
"CZ",2010,14.1337577186169
"CZ",2011,14.7762012512813
"CZ",2012,17.3459753819389
"CZ",2013,21.4147844221469
"CZ",2014,23.9845585528045
"CZ",2015,42.8295688442937
"CZ",2016,35.1202464523208
"CZ",2017,41.7588296231864
"CZ",2018,47.9691171056089
"CZ",2019,49.4681520151592
"CZ",2020,50.9671869247095
"CZ",2021,56.3208830302462
"CZ",2022,51.6096304573739
"DE",2014,44.9710472865084
"DE",2015,47.3266735729445
"DE",2016,41.9729774674078
"DE",2017,41.5446817789649
"DE",2018,41.7588296231864
"DE",2019,41.3305339347434
"DE",2020,47.9691171056089
"DE",2021,58.8906571609038
"DE",2022,56.9633265629106
"DK",2010,16.4893840050531
"DK",2011,17.1318275377175
"DK",2012,19.0591581357107
"DK",2013,25.9118891507977
"DK",2014,26.3401848392406
"DK",2015,20.558193045261
"DK",2016,21.6289322663683
"DK",2017,26.982628371905
"DK",2018,27.1967762161265
"DK",2019,24.1987063970259
"DK",2020,27.8392197487909
"DK",2021,51.8237783015954
"DK",2022,45.3993429749513
"EE",2010,17.1318275377175
"EE",2011,18.8450102914892
"EE",2012,20.9864887337039
"EE",2013,26.7684805276836
"EE",2014,28.0533675930124
"EE",2015,42.4012731558508
"EE",2016,51.181334768931
"EE",2017,45.3993429749513
"EE",2018,50.9671869247095
"EE",2019,32.3363244774417
"EE",2020,48.6115606382734
"EE",2021,41.7588296231864
"EE",2022,65.1009446433264
"ES",2010,8.99420945730168
"ES",2011,8.78006161308021
"ES",2012,10.064948678409
"ES",2013,9.63665298996608
"ES",2014,10.493244366852
"ES",2015,10.2790965226305
"ES",2016,10.2790965226305
"ES",2017,9.85080083418755
"ES",2018,11.1356878995164
"ES",2019,12.2064271206237
"ES",2020,12.6347228090666
"ES",2021,22.4855236432542
"ES",2022,8.56591376885874
"FI",2010,20.129897356818
"FI",2011,23.1279671759186
"FI",2012,20.558193045261
"FI",2013,25.4835934623548
"FI",2014,17.3459753819389
